subject,sessionIndex,rep,UU.period.t,UU.t.i,UU.i.e,UU.e.five,UU.five.Shift.r,UU.Shift.r.o,UU.o.a,UU.a.n,UU.n.l,UU.l.Return
s029,2,19,0.1266,0.1156,0.0811,0.3618,0.3208,0.2281,0.1374,0.1252,0.0768,0.2427
s029,2,20,0.1528,0.0927,0.1252,0.4098,0.3158,0.1946,0.1194,0.1395,0.0771,0.2527
s029,2,21,0.139,0.1112,0.0663,0.3465,0.3271,0.1747,0.1418,0.1038,0.0747,0.2021
s029,2,22,0.1726,0.1209,0.0774,0.3521,0.5472,0.2394,0.225,0.1482,0.0802,0.2556
s029,2,23,0.1689,0.1127,0.0975,0.3035,0.3173,0.1558,0.1355,0.1442,0.0786,0.2292
s029,2,24,0.1557,0.0966,0.0967,0.3225,0.6222,0.2244,0.2342,0.1577,0.0749,0.2617
s029,2,25,0.123,0.1112,0.1017,0.3167,0.2917,0.152,0.1545,0.1287,0.0631,0.2039
s029,2,26,0.1393,0.1233,0.0805,0.3315,0.6459,0.2006,0.1608,0.1339,0.0631,0.2218
s029,2,27,0.128,0.1093,0.0972,0.29,0.2594,0.1896,0.1276,0.1213,0.0665,0.2309
s029,2,28,0.1387,0.1291,0.1307,0.3869,0.2842,0.1412,0.1603,0.1091,0.0715,0.3396
s029,2,29,0.2166,0.089,0.1241,0.3682,0.4915,0.1974,0.1358,0.1553,0.0588,0.2749
s029,2,30,0.4881,0.1342,0.0872,0.4499,0.303,0.2529,0.1658,0.1204,0.1019,0.2815
s029,2,31,0.5116,0.1412,0.1278,0.3718,0.3036,0.1515,0.2186,0.1532,0.0771,0.2377
s029,2,32,0.1351,0.1112,0.0723,0.3238,0.3382,0.1698,0.1313,0.1394,0.076,0.2409
s029,2,33,0.1343,0.1281,0.0573,0.4325,0.3239,0.146,0.1429,0.1452,0.0792,0.2543
s029,2,34,0.1673,0.0929,0.1141,0.3037,0.3411,0.1687,0.1559,0.1184,0.0678,0.225
s029,2,35,0.1765,0.1016,0.1078,0.2339,0.3726,0.2122,0.1445,0.1342,0.0678,0.2102
s029,2,36,0.1544,0.1165,0.0956,0.3151,0.5143,0.3149,0.4989,0.2036,0.1227,0.2395
s029,2,37,0.1424,0.099,0.0958,0.203,0.3034,0.1681,0.1357,0.1606,0.0557,0.2561
s029,2,38,0.281,0.1441,0.122,0.2898,0.2931,0.141,0.1358,0.1529,0.0744,0.3097
s029,2,39,0.2411,0.1616,0.112,0.3985,0.3825,0.1866,0.1883,0.1498,0.0926,0.2619
s029,2,40,0.1773,0.1742,0.1497,0.4149,0.2842,0.1489,0.1384,0.1371,0.0794,0.2427
s029,2,41,0.138,0.1421,0.0613,0.3286,0.6474,0.2334,0.1386,0.1355,0.072,0.2728
s029,2,42,0.1686,0.2281,0.1397,0.3819,0.2928,0.1874,0.1315,0.1648,0.1119,0.3356
s029,2,43,0.1649,0.1347,0.126,0.6447,0.3451,0.1761,0.1218,0.1629,0.0939,0.2841
s029,2,44,0.3306,0.1328,0.1268,0.4069,0.2902,0.137,0.1121,0.1408,0.0829,0.2358
s029,2,45,0.1887,0.5637,0.1415,0.3267,0.3159,0.1708,0.1522,0.1255,0.0691,0.2124
s029,2,46,0.2559,0.1254,0.1025,0.3095,0.287,0.1333,0.1358,0.1321,0.0881,0.2414
s029,2,47,0.162,0.1167,0.0969,0.3006,0.3184,0.1391,0.1587,0.1453,0.0932,0.2525
s029,2,48,0.1557,0.1447,0.0871,0.3504,0.3799,0.2173,0.1421,0.1494,0.0903,0.2173
s029,2,49,0.1364,0.1386,0.1198,0.3959,0.3124,0.1531,0.1307,0.1371,0.0744,0.2063
s029,2,50,0.1897,0.1507,0.1227,0.2087,0.2796,0.1481,0.1265,0.1263,0.061,0.2082
s029,3,1,0.1525,0.1017,0.1222,0.3895,0.3316,0.1371,0.1265,0.1268,0.1188,0.1907
s029,3,2,0.1353,0.1186,0.0553,0.9621,0.3165,0.1719,0.1017,0.1506,0.0747,0.1883
s029,3,3,0.1417,0.1167,0.0629,0.3368,0.3103,0.1381,0.1229,0.146,0.0728,0.1934
s029,3,4,0.1464,0.1338,0.0639,0.2821,0.3095,0.1927,0.1295,0.1162,0.1008,0.2185
s029,3,5,0.1491,0.1621,0.1473,0.4529,0.3682,0.1748,0.1165,0.1421,0.0924,0.1889
s029,3,6,0.1691,0.118,0.1172,0.2394,0.2987,0.1394,0.1252,0.1574,0.0657,0.3094
s029,3,7,0.2142,0.123,0.1059,0.2509,0.2859,0.5312,0.1812,0.1777,0.081,0.2052
s029,3,8,0.1388,0.1175,0.0756,0.2655,0.3284,0.1671,0.1318,0.1241,0.0876,0.2287
s029,3,9,0.2124,0.1267,0.0953,0.2507,0.329,0.1787,0.1371,0.1403,0.0784,0.2076
s029,3,10,0.1512,0.1138,0.0993,0.2283,0.3096,0.1558,0.1423,0.1283,0.0852,0.1976
s029,3,11,0.1171,0.1196,0.0932,0.4177,0.3005,0.137,0.1423,0.2005,0.0586,0.234
s029,3,12,0.1248,0.1355,0.0615,0.2294,0.3092,0.1504,0.121,0.151,0.0797,0.1955
s029,3,13,0.1316,0.1316,0.075,0.2132,0.3495,0.175,0.1529,0.1432,0.0686,0.2192
s029,3,14,0.1515,0.1381,0.1267,0.2782,0.4153,0.2006,0.1158,0.1451,0.0702,0.2429
s029,3,15,0.2256,0.1874,0.0885,0.3563,0.2962,0.1821,0.1719,0.15,0.0863,0.2443
s029,3,16,0.1242,0.2463,0.1444,0.2739,0.3536,0.1795,0.1238,0.1262,0.0768,0.2274
s029,3,17,0.1345,0.17,0.1447,0.2299,0.3096,0.1513,0.179,0.2133,0.09,0.2471
s029,3,18,0.152,0.1135,0.0993,0.238,0.2884,0.1518,0.1123,0.1381,0.0628,0.2208
s029,3,19,0.1008,0.4373,0.1307,0.4914,0.3303,0.1956,0.1168,0.1482,0.0916,0.2318
s029,3,20,0.1097,0.5909,0.141,0.4085,0.355,0.1967,0.1646,0.1717,0.067,0.2325
s029,3,21,0.1612,0.1708,0.0861,0.3705,0.4219,0.2532,0.1545,0.1318,0.0573,0.2187
s029,3,22,0.1098,0.1645,0.0568,0.2304,0.3211,0.497,0.2054,0.1144,0.0744,0.2121
s029,3,23,0.0926,0.1503,0.0739,0.2012,0.2827,0.1745,0.1276,0.1048,0.0971,0.2026
s029,3,24,0.1345,0.1679,0.1117,0.2596,0.3238,0.1584,0.2054,0.129,0.0808,0.258
s029,3,25,0.1214,0.2011,0.0959,0.3148,0.3028,0.1877,0.1249,0.1289,0.0757,0.6969
s029,3,26,0.1446,0.1877,0.1244,0.3745,0.3604,0.158,0.1437,0.1299,0.0546,0.1945
s029,3,27,0.0986,0.232,0.1932,0.3484,0.4672,0.2587,0.1722,0.1284,0.0615,0.263
s029,3,28,0.1283,0.165,0.1117,0.3032,0.3014,0.1608,0.1716,0.1155,0.0749,0.21
s029,3,29,0.1258,0.1476,0.1022,0.2196,0.2923,0.1692,0.1123,0.1374,0.0768,0.211
s029,3,30,0.1321,0.1489,0.1148,0.1998,0.5622,0.2041,0.135,0.1123,0.0908,0.2108
s029,3,31,0.1008,0.1587,0.1251,0.2402,0.2966,0.2613,0.1598,0.1308,0.0604,0.1949
s029,3,32,0.0968,0.1906,0.1349,0.588,0.4005,0.4495,0.1297,0.1761,0.0493,0.1986
s029,3,33,0.137,0.1447,0.1159,0.2386,0.2894,0.1787,0.1743,0.1228,0.0889,0.2185
s029,3,34,0.118,0.1217,0.0895,0.3191,0.3582,0.1893,0.1202,0.1521,0.0826,0.3298
s029,3,35,0.1351,0.161,0.1206,0.4204,0.3173,0.2027,0.1292,0.1569,0.0567,0.2213
s029,3,36,0.1625,0.1204,0.0961,0.3136,0.3292,0.1732,0.1239,0.1339,0.0631,0.2229
s029,3,37,0.0947,0.1492,0.0734,0.4838,0.4446,0.251,0.1398,0.1012,0.0852,0.2347
s029,3,38,0.1145,0.1349,0.1196,0.2214,0.3034,0.1941,0.1194,0.1636,0.0776,0.2314
s029,3,39,0.0925,0.1542,0.1009,0.2119,0.3689,0.1639,0.14,0.1255,0.052,0.2097
s029,3,40,0.2169,0.1267,0.1112,0.2702,0.3073,0.1539,0.1366,0.1371,0.0396,0.214
s029,3,41,0.1576,0.1396,0.0869,0.2275,0.3007,0.1621,0.1353,0.1305,0.0789,0.2066
s029,3,42,0.1229,0.1392,0.1117,0.2116,0.2722,0.1653,0.1482,0.1482,0.1425,0.2324
s029,3,43,0.1649,0.1241,0.0927,0.2156,0.4195,0.2054,0.158,0.139,0.0744,0.2129
s029,3,44,0.0928,0.1573,0.1008,0.2567,0.3076,0.1703,0.1382,0.1044,0.0657,0.2129
s029,3,45,0.1145,0.1408,0.1254,0.3831,0.3839,0.2135,0.1252,0.122,0.0615,0.1918
s029,3,46,0.0995,0.1349,0.1017,0.2805,0.525,0.2207,0.1402,0.1157,0.0625,0.1791
s029,3,47,0.0997,0.1418,0.0993,0.2473,0.4242,0.188,0.116,0.1624,0.0668,0.2052
s029,3,48,0.0947,0.1405,0.0933,0.1925,0.2916,0.1653,0.144,0.1204,0.0683,0.1926
s029,3,49,0.1156,0.1125,0.1302,0.1882,0.3809,0.2229,0.159,0.1186,0.0504,0.1925
s029,3,50,0.1306,0.5114,0.4732,0.252,0.3001,0.1511,0.1197,0.0798,0.0707,0.2123
s029,4,1,0.1021,0.105,0.0934,0.2718,0.2855,0.1394,0.0946,0.1244,0.08,0.2002
s029,4,2,0.1166,0.1251,0.0703,0.2555,0.2717,0.1423,0.103,0.1229,0.0723,0.196
s029,4,3,0.2219,0.1268,0.1309,0.3051,0.2665,0.1534,0.1178,0.1017,0.1235,0.2382
s029,4,4,0.1601,0.1407,0.1106,0.2457,0.3222,0.1795,0.0848,0.1082,0.0784,0.2136
s029,4,5,0.1279,0.1075,0.0948,0.2595,0.2918,0.1761,0.0914,0.1255,0.0731,0.2139
s029,4,6,0.12,0.1254,0.1275,0.2552,0.3673,0.1782,0.0975,0.1679,0.0932,0.21
s029,4,7,0.1804,0.1344,0.0977,0.2056,0.277,0.1354,0.1025,0.1231,0.0633,0.2601
s029,4,8,0.1131,0.217,0.2679,0.3636,0.3393,0.2212,0.107,0.1416,0.0786,0.1947
s029,4,9,0.1018,0.123,0.0618,0.1932,0.2881,0.179,0.1126,0.1629,0.0898,0.259
s029,4,10,0.1214,0.1297,0.0987,0.1948,0.3126,0.1642,0.1133,0.1205,0.0773,0.2106
s029,4,11,0.1419,0.1441,0.1726,0.2726,0.3593,0.1621,0.1181,0.1421,0.1154,0.1971
s029,4,12,0.1177,0.1212,0.0716,0.2048,0.2627,0.1532,0.1102,0.1086,0.0839,0.2114
s029,4,13,0.1472,0.1288,0.398,0.8547,0.3283,0.1753,0.0711,0.1406,0.0702,0.1809
s029,4,14,0.1216,0.1067,0.0882,0.2006,0.3885,0.1806,0.2319,0.1212,0.0884,0.1934
s029,4,15,0.1522,0.1138,0.0913,0.2386,0.2654,0.1603,0.1014,0.1326,0.0657,0.1933
s029,4,16,0.1309,0.1233,0.0674,0.199,0.3055,0.1705,0.182,0.0899,0.1098,0.1978
s029,4,17,0.1192,0.1157,0.0721,0.2156,0.3346,0.136,0.1506,0.1208,0.0792,0.2092
s029,4,18,0.1258,0.2117,0.1399,0.4141,0.272,0.1832,0.0954,0.0909,0.086,0.1812
s029,4,19,0.1064,0.1143,0.0727,0.2061,0.264,0.1515,0.1518,0.0867,0.0818,0.183
s029,4,20,0.1235,0.1273,0.0555,0.5064,0.4105,0.1613,0.1191,0.0898,0.0602,0.1865
s029,4,21,0.1337,0.0985,0.0758,0.2518,0.3279,0.1415,0.1231,0.1215,0.0792,0.178
s029,4,22,0.1124,0.1349,0.0925,0.2465,0.291,0.2753,0.2962,0.1455,0.123,0.1976
s029,4,23,0.1071,0.1278,0.0703,0.2339,0.3221,0.1645,0.1213,0.1012,0.1014,0.1992
s029,4,24,0.1296,0.1265,0.0734,0.2428,0.2791,0.4373,0.2574,0.1503,0.0982,0.3044
s029,4,25,0.1362,0.1265,0.0776,0.309,0.3408,0.2114,0.2125,0.1296,0.1045,0.2279
s029,4,26,0.1807,0.1183,0.0959,0.2172,0.3216,0.2305,0.2025,0.1598,0.1745,0.2195
s029,4,27,0.1319,0.1194,0.0584,0.3919,0.5184,0.4229,0.1909,0.1427,0.0826,0.2063
s029,4,28,0.1166,0.155,0.0789,0.4423,0.3411,0.2008,0.1126,0.1505,0.0902,0.2311
s029,4,29,0.148,0.1296,0.1157,0.2612,0.3746,0.2173,0.1563,0.0959,0.08,0.2028
s029,4,30,0.1198,0.1418,0.0711,0.276,0.3598,0.185,0.1642,0.1313,0.081,0.2008
s029,4,31,0.1686,0.1458,0.1133,0.4218,0.3659,0.1792,0.1537,0.1308,0.0633,0.3027
s029,4,32,0.2079,0.1542,0.1344,0.2431,0.3503,0.2458,0.1738,0.1265,0.0847,0.2633
s029,4,33,0.3551,0.1468,0.1278,0.245,0.376,0.2397,0.1635,0.1289,0.072,0.2211
s029,4,34,0.1758,0.1312,0.0938,0.2368,0.3424,0.2006,0.1782,0.1078,0.0815,0.2195
s029,4,35,0.1749,0.1103,0.1085,0.247,0.3371,0.1566,0.1806,0.1202,0.0713,0.2393
s029,4,36,0.1283,0.1497,0.1363,0.2613,0.3645,0.1658,0.1479,0.1128,0.0864,0.2978
s029,4,37,0.119,0.1415,0.0929,0.2816,0.4436,0.2241,0.2569,0.1964,0.1449,0.2119
s029,4,38,0.1288,0.1106,0.0964,0.2731,0.4136,0.2378,0.1461,0.1279,0.0802,0.2224
s029,4,39,0.1168,0.1347,0.103,0.218,0.4092,0.1689,0.1482,0.1208,0.0789,0.2224
s029,4,40,0.1593,0.1024,0.1404,0.328,0.3767,0.1684,0.1587,0.2295,0.1307,0.2398
s029,4,41,0.1581,0.121,0.1191,0.2694,0.3287,0.1716,0.1437,0.1237,0.0842,0.2348
s029,4,42,0.0963,0.1471,0.0706,0.2549,0.3458,0.1423,0.1759,0.1289,0.0681,0.2205
s029,4,43,0.1527,0.1215,0.094,0.2322,0.3474,0.1457,0.1664,0.127,0.0895,0.2374
s029,4,44,0.1451,0.1268,0.094,0.5434,0.3662,0.2613,0.1667,0.1212,0.0776,0.2078
s029,4,45,0.0884,0.1467,0.0964,0.527,0.3416,0.1729,0.1656,0.1297,0.0834,0.2411
s029,4,46,0.1277,0.1212,0.0839,0.6772,0.3477,0.1378,0.1471,0.1342,0.0678,0.2356
s029,4,47,0.1409,0.1038,0.0777,0.317,0.3158,0.1587,0.1448,0.116,0.0713,0.2193
s029,4,48,0.1211,0.1278,0.0954,0.2538,0.3115,0.1254,0.1569,0.125,0.0755,0.2232
s029,4,49,0.1588,0.1162,0.1198,0.4803,0.3749,0.1719,0.8377,0.2276,0.1397,0.2498
s029,4,50,0.1694,0.0932,0.1296,0.5431,0.3548,0.1679,0.1447,0.1115,0.3753,0.2501
s029,5,1,0.0999,0.3537,0.3254,0.7582,0.2992,0.1251,0.1141,0.1051,0.1262,0.2119
s029,5,2,0.1047,0.1246,0.0906,0.1795,0.2754,0.1001,0.13,0.113,0.0813,0.187
s029,5,3,0.1216,0.1175,0.1278,0.2072,0.2728,0.1202,0.1221,0.1278,0.0818,0.1965
s029,5,4,0.2335,0.1262,0.3181,0.3853,0.3136,0.1679,0.1147,0.136,0.0618,0.1908
s029,5,5,0.1664,0.1072,0.113,0.2521,0.3094,0.1433,0.1456,0.1519,0.0596,0.2169
s029,5,6,0.1395,0.1022,0.108,0.2054,0.3136,0.1442,0.1295,0.164,0.0736,0.2121
s029,5,7,0.1319,0.1104,0.0708,0.2819,0.3052,0.1397,0.1149,0.1525,0.0768,0.2023
s029,5,8,0.1343,0.0911,0.1183,0.2233,0.2672,0.1497,0.1176,0.1252,0.0713,0.1904
s029,5,9,0.1527,0.117,0.0897,0.2684,0.3553,0.2281,0.1316,0.1355,0.098,0.2779
s029,5,10,0.1985,0.1267,0.1191,0.2816,0.5534,0.2756,0.2526,0.12,0.085,0.1879
s029,5,11,0.1221,0.1138,0.094,0.2048,0.2992,0.3028,0.1875,0.1479,0.0786,0.2129
s029,5,12,0.2134,0.1125,0.1136,0.1924,0.286,0.1233,0.1062,0.1358,0.0694,0.2113
s029,5,13,0.1182,0.108,0.1049,0.4307,0.2761,0.1228,0.1018,0.1242,0.0739,0.1902
s029,5,14,0.1045,0.1165,0.1167,0.231,0.4485,0.2318,0.1339,0.1179,0.0742,0.1812
s029,5,15,0.1335,0.1076,0.0866,0.3066,0.3458,0.1331,0.1173,0.1221,0.0805,0.1886
s029,5,16,0.0923,0.1455,0.0938,0.255,0.3433,0.1508,0.1638,0.1003,0.0639,0.1752
s029,5,17,0.1169,0.0975,0.1149,0.2061,0.3281,0.1281,0.1559,0.1513,0.1058,0.1838
s029,5,18,0.1061,0.1053,0.0879,0.2228,0.2788,0.121,0.1165,0.1432,0.0657,0.192
s029,5,19,0.1525,0.1172,0.1212,0.2426,0.2912,0.1603,0.1123,0.0993,0.1091,0.1952
s029,5,20,0.4158,0.1391,0.1416,0.3388,0.2834,0.1452,0.1041,0.1282,0.071,0.1859
s029,5,21,0.1884,0.141,0.1307,0.2354,0.2857,0.1185,0.1131,0.1519,0.0644,0.187
s029,5,22,0.5069,0.1489,0.1378,0.3024,0.2561,0.1304,0.097,0.1289,0.0491,0.1886
s029,5,23,0.1752,0.151,0.0945,0.1995,0.237,0.1383,0.112,0.1149,0.0863,0.1839
s029,5,24,0.1652,0.1085,0.1199,0.1961,0.2975,0.1265,0.1421,0.1152,0.0538,0.3324
s029,5,25,0.3061,0.1421,0.1563,0.2066,0.2656,0.132,0.1072,0.1213,0.0486,0.1933
s029,5,26,0.1451,0.1088,0.1033,0.1632,0.2538,0.1236,0.1051,0.14,0.061,0.186
s029,5,27,0.1198,0.0966,0.1138,0.2191,0.3018,0.1373,0.1693,0.117,0.0802,0.2047
s029,5,28,0.124,0.0967,0.118,0.3323,0.3121,0.1267,0.1142,0.1041,0.0707,0.1804
s029,5,29,0.1205,0.109,0.0885,0.2069,0.272,0.1241,0.14,0.1254,0.0644,0.1857
s029,5,30,0.1359,0.0941,0.0987,0.2539,0.3028,0.1249,0.1228,0.1336,0.071,0.2042
s029,5,31,0.1137,0.1175,0.0853,0.1948,0.283,0.1272,0.1305,0.1347,0.1116,0.2546
s029,5,32,0.1103,0.1069,0.0739,0.2375,0.3482,0.2072,0.1569,0.1471,0.0763,0.19
s029,5,33,0.1182,0.1067,0.0863,0.2349,0.3002,0.1317,0.1365,0.1205,0.0707,0.1889
s029,5,34,0.129,0.1191,0.0969,0.1752,0.2665,0.1568,0.1894,0.117,0.0742,0.1863
s029,5,35,0.1343,0.0951,0.1016,0.2407,0.3042,0.1284,0.1555,0.1197,0.047,0.1912
s029,5,36,0.1179,0.1149,0.0921,0.1763,0.3012,0.1449,0.1303,0.1495,0.0581,0.1928
s029,5,37,0.1053,0.1157,0.1038,0.2373,0.3808,0.1618,0.1143,0.121,0.0676,0.1917
s029,5,38,0.134,0.1098,0.1094,0.2658,0.3608,0.1476,0.1202,0.1264,0.0683,0.1894
s029,5,39,0.1093,0.121,0.0942,0.1787,0.3176,0.1268,0.1146,0.1752,0.0639,0.1944
s029,5,40,0.109,0.1334,0.0686,0.2267,0.2871,0.1088,0.1489,0.1314,0.0631,0.1802
s029,5,41,0.0923,0.1162,0.08,0.1763,0.3941,0.2089,0.1867,0.1215,0.0968,0.1791
s029,5,42,0.0984,0.118,0.0809,0.185,0.823,0.1864,0.1535,0.0874,0.08,0.1916
s029,5,43,0.1337,0.0893,0.1146,0.1716,0.3772,0.2328,0.1405,0.1334,0.0776,0.2021
s029,5,44,0.1118,0.1143,0.1032,0.7353,1.461,0.1856,0.1265,0.0938,0.038,0.2032
s029,5,45,0.1596,0.1217,0.179,0.4172,0.3226,0.1657,0.1392,0.1471,0.0686,0.1981
s029,5,46,0.1668,0.1497,0.1521,0.2808,0.3181,0.1624,0.117,0.169,0.0327,0.2319
s029,5,47,0.1253,0.1056,0.1146,0.2154,0.3205,0.1246,0.1361,0.1025,0.0691,0.1952
s029,5,48,0.161,0.1083,0.1038,0.2201,0.3355,0.1692,0.1178,0.1342,0.0815,0.1876
s029,5,49,0.1243,0.1252,0.1035,0.236,0.3413,0.1603,0.1197,0.1096,0.0573,0.2385
s029,5,50,0.2715,0.1312,0.1154,0.261,0.3201,0.1636,0.0961,0.1323,0.0359,0.2989
s029,6,1,0.1538,0.1434,0.0824,0.3014,0.3028,0.1359,0.1036,0.1403,0.0868,0.181
s029,6,2,0.1005,0.1357,0.0858,0.1998,0.2894,0.142,0.0854,0.1397,0.0649,0.1894
s029,6,3,0.0932,0.1439,0.0789,0.1927,0.3015,0.1804,0.1321,0.1287,0.0958,0.1915
s029,6,4,0.1293,0.122,0.0917,0.2151,0.2533,0.137,0.1057,0.1358,0.0686,0.1878
s029,6,5,0.2973,0.1547,0.1188,0.2093,0.3034,0.198,0.1075,0.1572,0.0784,0.1907
s029,6,6,0.1052,0.107,0.131,0.2067,0.2725,0.1259,0.1273,0.1503,0.0683,0.1929
s029,6,7,0.1348,0.1112,0.0995,0.2098,0.2791,0.1573,0.1149,0.1389,0.0855,0.1886
s029,6,8,0.1285,0.113,0.1252,0.2077,0.2757,0.1576,0.1138,0.1358,0.0736,0.1867
s029,6,9,0.0982,0.1148,0.1241,0.2251,0.2894,0.2146,0.2559,0.1352,0.1269,0.1983
s029,6,10,0.1546,0.1088,1.2036,0.2674,0.2912,0.2152,0.1714,0.1431,0.1228,0.1999
s029,6,11,0.1261,0.0985,0.0718,0.2148,0.3954,0.2202,0.0983,0.1397,0.0757,0.2166
s029,6,12,0.0998,0.146,0.122,0.2346,0.2918,0.1864,0.1023,0.1527,0.0686,0.2063
s029,6,13,0.1079,0.1278,0.0977,0.1924,0.2722,0.1365,0.1025,0.1167,0.0665,0.1857
s029,6,14,0.109,0.0966,0.1099,0.204,0.3118,0.1549,0.0848,0.1366,0.0884,0.2356
s029,6,15,0.1189,0.1144,0.1331,0.1413,0.3099,0.1541,0.1289,0.1355,0.0594,0.1878
s029,6,16,0.7296,0.2238,0.1286,0.2805,0.2976,0.1558,0.0949,0.1384,0.0446,0.1807
s029,6,17,0.1148,0.3383,0.2001,0.2507,0.3211,0.2476,0.2669,0.1073,0.1042,0.2084
s029,6,18,0.1123,0.1185,0.1191,0.1724,0.2681,0.3065,0.1448,0.2265,0.119,0.196
s029,6,19,0.1185,0.1326,0.1088,0.1997,0.2823,0.1856,0.1049,0.1337,0.0742,0.1944
s029,6,20,0.1504,0.1004,0.1064,0.1583,0.2796,0.2321,0.1184,0.1553,0.1042,0.1991
s029,6,21,0.1092,0.1228,0.098,0.1977,0.2575,0.179,0.0703,0.5424,0.2257,0.2604
s029,6,22,0.1618,0.0906,0.1172,0.1702,0.3191,0.1296,0.1278,0.1207,0.0517,0.1896
s029,6,23,0.095,0.1367,0.1051,0.2093,0.3271,0.1637,0.1463,0.1431,0.0789,0.1843
s029,6,24,0.1132,0.1236,0.0977,0.1998,0.3031,0.1945,0.1195,0.1394,0.0744,0.181
s029,6,25,0.0994,0.1178,0.1183,0.2399,0.2809,0.1515,0.1334,0.1245,0.0945,0.197
s029,6,26,0.1045,0.1574,0.0911,0.1929,0.2786,0.2524,0.1597,0.1603,0.1423,0.2282
s029,6,27,0.1277,0.0983,0.1292,0.1227,0.2952,0.1468,0.1364,0.107,0.0879,0.2097
s029,6,28,0.1282,0.1233,0.085,0.1471,0.2495,0.1555,0.1163,0.1099,0.0657,0.1712
s029,6,29,0.0852,0.116,0.0824,0.1504,0.2987,0.222,0.1266,0.1429,0.0694,0.1791
s029,6,30,0.082,0.1302,0.0584,0.1966,0.2696,0.1629,0.0866,0.1456,0.0778,0.1923
s029,6,31,0.1246,0.111,0.0883,0.1484,0.2392,0.1616,0.1572,0.1331,0.1008,0.2102
s029,6,32,0.1008,0.1384,0.0562,0.2195,0.5182,0.2513,0.1321,0.1221,0.0404,0.1879
s029,6,33,0.0961,0.1212,0.0562,0.217,0.3049,0.1474,0.143,0.0885,0.0443,0.2016
s029,6,34,0.1158,0.1254,0.0657,0.1998,0.2686,0.1752,0.1664,0.0991,0.0691,0.1862
s029,6,35,0.1227,0.1544,0.1307,0.1813,0.4865,0.2207,0.1563,0.108,0.0665,0.1847
s029,6,36,0.1039,0.1399,0.1083,0.2104,1.8886,0.2109,0.1313,0.0883,0.052,0.1886
s029,6,37,0.196,0.1128,0.1476,0.6117,0.349,0.1415,0.1207,0.1165,0.048,0.1968
s029,6,38,0.1499,0.1138,0.1409,0.265,0.2952,0.1524,0.1323,0.1241,0.4133,0.2269
s029,6,39,0.1868,0.1009,0.1375,0.3512,0.523,0.2059,0.1442,0.1265,0.0633,0.2802
s029,6,40,0.1834,0.1146,0.1061,0.2109,0.2969,0.1499,0.1506,0.1289,0.0623,0.204
s029,6,41,0.1166,0.1328,0.1249,0.2726,0.3172,0.1297,0.1437,0.1137,0.0839,0.2158
s029,6,42,0.1151,0.1299,0.1313,0.2354,0.3902,0.2125,0.1471,0.1043,0.0665,0.1849
s029,6,43,0.0915,0.1275,0.0869,0.1887,0.3242,0.1528,0.1801,0.1671,0.0713,0.2164
s029,6,44,0.0995,0.1127,0.102,0.1824,0.2774,0.1555,0.1247,0.0968,0.0844,0.1764
s029,6,45,0.099,0.1341,0.1051,0.1818,0.2892,0.146,0.1316,0.1052,0.0876,0.2329
s029,6,46,0.1127,0.1243,0.1125,0.1773,0.3166,0.2608,0.1759,0.0943,0.1038,0.1876
s029,6,47,0.1098,0.1139,0.1122,0.2104,0.2936,0.6437,0.2265,0.0986,0.0823,0.1941
s029,6,48,0.1744,0.1286,0.1011,0.209,0.2878,0.1803,0.1588,0.1252,0.0686,0.1892
s029,6,49,0.1092,0.1317,0.0618,0.2223,0.3751,0.2083,0.1501,0.1265,0.0662,0.1876
s029,6,50,0.0886,0.137,0.1054,0.2099,0.2685,0.1542,0.1166,0.1312,0.0625,0.1287
s029,7,1,0.1155,0.1088,0.0814,0.2665,0.2462,0.1217,0.1004,0.1012,0.109,0.1839
s029,7,2,0.0968,0.1237,0.0692,0.1985,0.2493,0.1165,0.129,0.1023,0.0889,0.1689
s029,7,3,0.1333,0.0921,0.1207,0.222,0.2564,0.1291,0.1265,0.1007,0.0705,0.1894
s029,7,4,0.1143,0.0982,0.1041,0.1848,0.2459,0.1053,0.1326,0.1165,0.0541,0.1849
s029,7,5,0.1166,0.1072,0.1425,0.1927,0.2538,0.1648,0.1252,0.1439,0.11,0.2451
s029,7,6,0.1549,0.1014,0.1153,0.1217,0.3319,0.1782,0.1263,0.1062,0.0607,0.1979
s029,7,7,0.133,0.0887,0.1059,0.1721,0.2541,0.1027,0.1276,0.0991,0.0797,0.1891
s029,7,8,0.1111,0.0975,0.1062,0.1808,0.2664,0.1022,0.1326,0.1046,0.0823,0.2269
s029,7,9,0.1498,0.1536,0.1299,0.3528,0.2802,0.1785,0.0756,0.217,0.0641,0.1841
s029,7,10,0.1282,0.1157,0.0882,0.1864,0.2662,0.1283,0.1268,0.1314,0.062,0.1686
s029,7,11,0.1121,0.1159,0.1294,0.1803,0.3541,0.1185,0.1223,0.1197,0.0649,0.1722
s029,7,12,0.1245,0.1265,0.1401,0.1887,0.2793,0.1397,0.0994,0.1427,0.0628,0.1807
s029,7,13,0.1108,0.1299,0.1312,0.1816,0.2777,0.1351,0.1208,0.1088,0.0771,0.1611
s029,7,14,0.1005,0.1151,0.08,0.245,0.3614,0.2297,0.1291,0.1326,0.0726,0.1709
s029,7,15,0.1187,0.1157,0.1006,0.1914,0.3075,0.1713,0.1408,0.1216,0.0694,0.1739
