subject,sessionIndex,rep,H.period,DD.period.t,UD.period.t,H.t,DD.t.i,UD.t.i,H.i,DD.i.e,UD.i.e,H.e,DD.e.five,UD.e.five,H.five,DD.five.Shift.r,UD.five.Shift.r,H.Shift.r,DD.Shift.r.o,UD.Shift.r.o,H.o,DD.o.a,UD.o.a,H.a,DD.a.n,UD.a.n,H.n,DD.n.l,UD.n.l,H.l,DD.l.Return,UD.l.Return,H.Return
s033,6,2,0.0847,0.4269,0.3422,0.1338,0.1269,-0.0069,0.1119,0.2427,0.1308,0.096,0.6421,0.5461,0.0615,0.5455,0.484,0.1643,0.2432,0.0789,0.1024,0.2399,0.1375,0.1472,0.1026,-0.0446,0.1106,0.301,0.1904,0.1609,0.5814,0.4205,0.0981
s033,6,3,0.0807,1.4632,1.3825,0.1407,0.1314,-0.0093,0.0964,0.3578,0.2614,0.1113,0.361,0.2497,0.0697,0.5643,0.4946,0.1353,0.2656,0.1303,0.1132,0.2201,0.1069,0.1677,0.1744,0.0067,0.1068,0.3212,0.2144,0.1129,0.3098,0.1969,0.0715
s033,6,4,0.0741,0.3467,0.2726,0.138,0.1171,-0.0209,0.114,0.2266,0.1126,0.0913,0.7363,0.645,0.0752,0.5884,0.5132,0.1292,0.2575,0.1283,0.1005,0.2936,0.1931,0.1596,0.1182,-0.0414,0.1211,0.2883,0.1672,0.1453,0.3306,0.1853,0.0462
s033,6,5,0.0549,0.3027,0.2478,0.1308,0.1324,0.0016,0.124,0.2163,0.0923,0.0873,0.6216,0.5343,0.066,0.5477,0.4817,0.1361,0.2632,0.1271,0.1174,0.6992,0.5818,0.2208,0.2662,0.0454,0.071,0.4892,0.4182,0.1058,0.3328,0.227,0.1008
s033,6,6,0.0747,0.3019,0.2272,0.1556,0.1279,-0.0277,0.1182,0.2113,0.0931,0.0844,0.6614,0.577,0.0755,0.5779,0.5024,0.1203,0.8263,0.706,0.0971,0.3029,0.2058,0.2099,0.2363,0.0264,0.096,0.3502,0.2542,0.1327,0.3662,0.2335,0.0551
s033,6,7,0.0781,0.385,0.3069,0.1623,0.153,-0.0093,0.0974,0.2797,0.1823,0.0963,0.3898,0.2935,0.0646,0.5198,0.4552,0.1393,0.2343,0.095,0.0871,1.4223,1.3352,0.1556,1.024,0.8684,0.1032,0.85,0.7468,0.0731,0.3225,0.2494,0.0559
s033,6,8,0.0923,0.3818,0.2895,0.1525,0.1213,-0.0312,0.1061,0.2177,0.1116,0.0989,0.6632,0.5643,0.0683,0.5678,0.4995,0.1723,0.2496,0.0773,0.1163,0.2058,0.0895,0.2002,0.1865,-0.0137,0.1156,0.2889,0.1733,0.1118,0.3116,0.1998,0.0675
s033,6,9,0.0934,0.2911,0.1977,0.1208,0.1285,0.0077,0.1013,0.1696,0.0683,0.1113,0.818,0.7067,0.0641,0.5256,0.4615,0.152,0.2509,0.0989,0.101,0.1926,0.0916,0.2013,0.1981,-0.0032,0.0919,0.8313,0.7394,0.0971,0.2921,0.195,0.0987
s033,6,10,0.0699,0.3414,0.2715,0.1585,0.1208,-0.0377,0.1121,0.1912,0.0791,0.0979,0.6527,0.5548,0.0646,0.5003,0.4357,0.1501,0.3569,0.2068,0.1285,0.3272,0.1987,0.2269,0.21,-0.0169,0.0969,0.3477,0.2508,0.1029,0.2982,0.1953,0.0749
s033,7,1,0.0536,0.5295,0.4759,0.1377,0.1747,0.037,0.0981,0.5493,0.4512,0.0831,0.3695,0.2864,0.0689,0.5537,0.4848,0.1,0.4639,0.3639,0.095,0.2607,0.1657,0.1828,0.2907,0.1079,0.0702,0.2991,0.2289,0.1129,0.3082,0.1953,0.1145
s033,7,2,0.1068,0.2655,0.1587,0.1277,0.11,-0.0177,0.1037,0.1931,0.0894,0.1031,0.5419,0.4388,0.0765,0.5024,0.4259,0.1562,0.2504,0.0942,0.1118,0.2928,0.181,0.1659,0.215,0.0491,0.077,0.3312,0.2542,0.1285,0.3199,0.1914,0.1111
s033,7,3,0.0971,0.4309,0.3338,0.1615,0.0219,-0.1396,0.0839,0.5718,0.4879,0.0923,0.5844,0.4921,0.0794,0.5407,0.4613,0.1979,0.4136,0.2157,0.1387,0.277,0.1383,0.1699,0.1443,-0.0256,0.1243,0.2678,0.1435,0.1277,0.309,0.1813,0.1103
s033,7,4,0.0955,0.587,0.4915,0.1304,0.1079,-0.0225,0.1177,0.2702,0.1525,0.0934,0.3439,0.2505,0.0852,0.5418,0.4566,0.1739,0.3179,0.144,0.1277,0.243,0.1153,0.1804,0.1659,-0.0145,0.1066,0.5169,0.4103,0.0739,0.2803,0.2064,0.1013
s033,7,5,0.1002,0.2668,0.1666,0.1569,0.1685,0.0116,0.091,1.0243,0.9333,0.1097,0.548,0.4383,0.0902,0.5081,0.4179,0.2055,0.2577,0.0522,0.1522,0.2203,0.0681,0.154,0.1166,-0.0374,0.1234,0.3478,0.2244,0.1556,0.5529,0.3973,0.1126
s033,7,6,0.1155,0.31,0.1945,0.1607,0.1535,-0.0072,0.0871,0.4094,0.3223,0.1084,0.5622,0.4538,0.0997,0.5017,0.402,0.2115,0.3682,0.1567,0.1511,0.2519,0.1008,0.1705,0.1499,-0.0206,0.1032,0.2878,0.1846,0.1614,0.2728,0.1114,0.0995
s033,7,7,0.1055,0.3077,0.2022,0.1564,0.1575,0.0011,0.0894,0.1675,0.0781,0.1424,0.4997,0.3573,0.0776,0.4482,0.3706,0.2209,0.2079,-0.013,0.1504,0.2425,0.0921,0.1517,0.1261,-0.0256,0.1406,0.2648,0.1242,0.1693,0.3999,0.2306,0.1306
s033,7,8,0.1316,0.2054,0.0738,0.1728,0.3682,0.1954,0.077,0.6899,0.6129,0.0823,0.3634,0.2811,0.0807,0.594,0.5133,0.1293,0.3026,0.1733,0.1617,0.2509,0.0892,0.1841,0.1889,0.0048,0.0958,0.2527,0.1569,0.1142,0.2997,0.1855,0.0855
s033,7,9,0.129,0.2386,0.1096,0.1498,0.1242,-0.0256,0.1385,0.7195,0.581,0.0873,0.5604,0.4731,0.0757,0.4819,0.4062,0.1984,0.2512,0.0528,0.1561,0.2422,0.0861,0.1548,0.1628,0.008,0.1398,0.2361,0.0963,0.1725,0.3422,0.1697,0.115
s033,7,10,0.0799,0.2642,0.1843,0.1633,0.2306,0.0673,0.1142,0.2793,0.1651,0.134,0.4882,0.3542,0.0963,0.6393,0.543,0.168,0.3426,0.1746,0.1343,0.2043,0.07,0.1712,0.1773,0.0061,0.1166,0.2941,0.1775,0.1169,0.8048,0.6879,0.1092
s033,8,1,0.1089,0.2892,0.1803,0.1313,0.1234,-0.0079,0.1203,0.431,0.3107,0.0683,0.6785,0.6102,0.0873,0.6151,0.5278,0.1675,0.3147,0.1472,0.0842,0.31,0.2258,0.1472,0.5771,0.4299,0.0536,0.8355,0.7819,0.1345,0.4018,0.2673,0.1221
s033,8,2,0.1074,0.3861,0.2787,0.1533,0.0776,-0.0757,0.1145,0.4645,0.35,0.1991,0.7123,0.5132,0.0828,0.5117,0.4289,0.2113,0.2432,0.0319,0.1208,0.4075,0.2867,0.1801,0.3215,0.1414,0.0762,0.2265,0.1503,0.139,0.366,0.227,0.1277
s033,8,3,0.1166,0.7376,0.621,0.1522,0.1184,-0.0338,0.1327,0.2192,0.0865,0.1314,0.3387,0.2073,0.0894,0.557,0.4676,0.1823,0.2757,0.0934,0.1285,0.2048,0.0763,0.2179,0.3208,0.1029,0.1256,0.2873,0.1617,0.1664,0.3659,0.1995,0.143
s033,8,4,0.096,0.5978,0.5018,0.158,0.1543,-0.0037,0.1366,0.2419,0.1053,0.1137,0.3558,0.2421,0.0921,0.54,0.4479,0.1549,0.3583,0.2034,0.0897,0.205,0.1153,0.1722,0.2363,0.0641,0.1018,0.3584,0.2566,0.1248,0.7083,0.5835,0.0995
s033,8,5,0.0894,0.2481,0.1587,0.1506,0.1329,-0.0177,0.1253,0.1828,0.0575,0.124,0.5995,0.4755,0.0923,0.4178,0.3255,0.1962,0.4671,0.2709,0.1543,0.3248,0.1705,0.1965,0.2163,0.0198,0.0871,0.3215,0.2344,0.1398,0.3681,0.2283,0.159
s033,8,6,0.1045,0.9346,0.8301,0.0997,0.826,0.7263,0.1087,0.2169,0.1082,0.1245,0.6812,0.5567,0.0538,0.5349,0.4811,0.1519,0.8784,0.7265,0.1021,0.2087,0.1066,0.2266,0.2213,-0.0053,0.1077,0.3216,0.2139,0.1461,0.7003,0.5542,0.12
s033,8,7,0.1248,0.7948,0.67,0.1374,0.1385,0.0011,0.12,0.2289,0.1089,0.1211,0.6021,0.481,0.0947,0.5521,0.4574,0.1788,0.2653,0.0865,0.1227,0.3881,0.2654,0.1612,0.2188,0.0576,0.1037,0.3133,0.2096,0.1593,0.4031,0.2438,0.1074
s033,8,8,0.0781,0.6991,0.621,0.1359,0.12,-0.0159,0.1035,0.1937,0.0902,0.1129,0.2949,0.182,0.0844,0.5396,0.4552,0.2037,0.3037,0.1,0.1548,0.2593,0.1045,0.1952,0.1899,-0.0053,0.1169,0.2582,0.1413,0.1271,0.3504,0.2233,0.1232
s033,8,9,0.101,0.5052,0.4042,0.1573,0.1546,-0.0027,0.1214,0.17,0.0486,0.1387,0.3866,0.2479,0.082,0.4972,0.4152,0.1591,0.4044,0.2453,0.1322,0.2639,0.1317,0.1767,0.1794,0.0027,0.1021,0.273,0.1709,0.1192,0.3433,0.2241,0.1103
s033,8,10,0.095,0.2835,0.1885,0.1693,0.1627,-0.0066,0.1169,0.195,0.0781,0.1266,0.4159,0.2893,0.0596,0.7608,0.7012,0.181,0.2209,0.0399,0.1414,0.2227,0.0813,0.1602,0.1309,-0.0293,0.1045,0.2321,0.1276,0.1575,0.3707,0.2132,0.1018
s034,1,1,0.057,0.1503,0.0933,0.0691,0.0857,0.0166,0.0668,0.1341,0.0673,0.0681,0.8729,0.8048,0.082,0.5818,0.4998,0.1029,0.2142,0.1113,0.0652,0.1178,0.0526,0.0831,0.1164,0.0333,0.115,0.3207,0.2057,0.0675,0.9922,0.9247,0.0422
s034,1,2,0.0733,0.1864,0.1131,0.0675,0.0747,0.0072,0.0731,0.1488,0.0757,0.0665,0.6638,0.5973,0.0702,0.575,0.5048,0.1145,0.3345,0.22,0.0992,0.166,0.0668,0.105,0.1372,0.0322,0.0923,0.2917,0.1994,0.0668,0.3945,0.3277,0.0654
s034,1,3,0.0694,0.4543,0.3849,0.0636,0.0866,0.023,0.0581,0.104,0.0459,0.067,0.7255,0.6585,0.0744,0.4985,0.4241,0.0984,0.2034,0.105,0.0467,0.176,0.1293,0.0227,0.4903,0.4676,0.1279,0.3075,0.1796,0.1337,0.8741,0.7404,0.0768
s034,1,4,0.0662,0.2665,0.2003,0.0805,0.09,0.0095,0.0578,0.1129,0.0551,0.0691,0.7265,0.6574,0.0699,0.6312,0.5613,0.1087,0.2213,0.1126,0.0799,0.0979,0.018,0.1113,0.1177,0.0064,0.0733,0.2645,0.1912,0.0678,1.0387,0.9709,0.0733
s034,1,5,0.101,0.1959,0.0949,0.0689,0.0768,0.0079,0.0828,0.1395,0.0567,0.0673,0.6743,0.607,0.0852,0.6398,0.5546,0.0697,0.3767,0.307,0.081,0.1267,0.0457,0.1,0.1249,0.0249,0.0876,0.3587,0.2711,0.0878,0.3825,0.2947,0.0747
s034,1,6,0.0826,0.1883,0.1057,0.0728,0.0818,0.009,0.071,0.108,0.037,0.066,0.6192,0.5532,0.0744,0.4986,0.4242,0.0921,0.1589,0.0668,0.0807,0.1011,0.0204,0.105,0.1098,0.0048,0.1147,0.2658,0.1511,0.0939,0.2942,0.2003,0.077
s034,1,7,0.0501,0.1653,0.1152,0.0847,0.1079,0.0232,0.0662,0.0968,0.0306,0.0755,0.6678,0.5923,0.0857,0.836,0.7503,0.2318,0.4895,0.2577,0.0878,0.1246,0.0368,0.1093,0.1061,-0.0032,0.0811,0.2414,0.1603,0.101,0.271,0.17,0.1024
s034,1,8,0.0604,0.1634,0.103,0.0873,0.1195,0.0322,0.0657,0.1027,0.037,0.0631,0.941,0.8779,0.0886,0.7738,0.6852,0.1299,0.3129,0.183,0.0842,0.0782,-0.006,0.1108,0.1312,0.0204,0.0807,0.2017,0.121,0.0876,0.2721,0.1845,0.0691
s034,1,9,0.0918,0.1935,0.1017,0.0694,0.09,0.0206,0.0818,0.1127,0.0309,0.0786,0.95,0.8714,0.0654,0.7266,0.6612,0.0795,0.1228,0.0433,0.0842,0.1294,0.0452,0.0897,0.0852,-0.0045,0.1042,0.269,0.1648,0.0849,0.8464,0.7615,0.032
s034,1,10,0.1448,0.5221,0.3773,0.0683,0.1005,0.0322,0.0631,0.1151,0.052,0.0623,0.7917,0.7294,0.0673,0.415,0.3477,0.0602,0.0974,0.0372,0.0715,0.1175,0.046,0.0712,0.0979,0.0267,0.0979,0.206,0.1081,0.1008,0.2755,0.1747,0.0852
s034,2,1,0.1053,0.8154,0.7101,0.0826,0.1193,0.0367,0.0628,0.104,0.0412,0.0741,1.17,1.0959,0.0934,1.1241,1.0307,0.1646,0.4637,0.2991,0.1079,0.1027,-0.0052,0.1101,0.0924,-0.0177,0.0958,0.1778,0.082,0.0886,0.5007,0.4121,0.0934
s034,2,2,0.1047,0.228,0.1233,0.0865,0.0712,-0.0153,0.081,0.1314,0.0504,0.077,0.6429,0.5659,0.067,0.5341,0.4671,0.0673,0.1169,0.0496,0.0934,0.1143,0.0209,0.0987,0.103,0.0043,0.0781,0.1915,0.1134,0.0826,0.4087,0.3261,0.13
s034,2,3,0.1055,0.1943,0.0888,0.0784,0.09,0.0116,0.0794,0.1187,0.0393,0.0797,0.6482,0.5685,0.0773,0.4415,0.3642,0.1093,0.1821,0.0728,0.0964,0.089,-0.0074,0.1033,0.0935,-0.0098,0.0863,0.1662,0.0799,0.0805,0.2368,0.1563,0.0649
s034,2,4,0.0849,0.2697,0.1848,0.0828,0.0902,0.0074,0.0686,0.0974,0.0288,0.0942,0.5406,0.4464,0.0757,0.4569,0.3812,0.0989,0.1285,0.0296,0.0644,0.0748,0.0104,0.1101,0.1061,-0.004,0.0663,0.1388,0.0725,0.1,0.6626,0.5626,0.1258
s034,2,5,0.1021,0.1935,0.0914,0.0636,0.0797,0.0161,0.0741,0.0955,0.0214,0.0802,0.4992,0.419,0.0744,0.4247,0.3503,0.0992,0.1166,0.0174,0.0847,0.0882,0.0035,0.0873,0.1185,0.0312,0.0744,0.6788,0.6044,0.1337,0.2937,0.16,0.0966
s034,2,6,0.0881,0.1347,0.0466,0.0718,0.109,0.0372,0.0652,0.08,0.0148,0.0617,0.4992,0.4375,0.067,0.4289,0.3619,0.1166,0.147,0.0304,0.0778,0.0948,0.017,0.071,0.0866,0.0156,0.0813,0.1971,0.1158,0.0715,0.2265,0.155,0.0797
s034,2,7,0.0818,0.1788,0.097,0.0712,0.0863,0.0151,0.0639,0.1122,0.0483,0.0652,0.5399,0.4747,0.0728,0.613,0.5402,0.0931,0.114,0.0209,0.0897,0.0884,-0.0013,0.0916,0.0776,-0.014,0.0937,0.1443,0.0506,0.0923,0.2011,0.1088,0.0915
s034,2,8,0.0878,0.2067,0.1189,0.0673,0.1148,0.0475,0.0483,0.1177,0.0694,0.0697,0.7743,0.7046,0.0649,0.32,0.2551,0.1032,0.1296,0.0264,0.0963,0.0386,-0.0577,0.1198,0.1449,0.0251,0.1018,0.4673,0.3655,0.0973,0.248,0.1507,0.071
s034,2,9,0.0807,0.1761,0.0954,0.0707,0.0887,0.018,0.0435,0.0936,0.0501,0.0546,0.472,0.4174,0.0726,0.4071,0.3345,0.1082,0.1589,0.0507,0.0989,0.1604,0.0615,0.0894,0.4444,0.355,0.1137,0.24,0.1263,0.0791,0.224,0.1449,0.0923
s034,2,10,0.0823,0.121,0.0387,0.0741,0.1182,0.0441,0.0493,0.0815,0.0322,0.0697,0.6464,0.5767,0.0881,0.407,0.3189,0.0885,0.1405,0.052,0.0744,0.0909,0.0165,0.1008,0.1112,0.0104,0.0936,0.1405,0.0469,0.0873,0.2133,0.126,0.0878
s034,3,1,0.077,0.1286,0.0516,0.0855,0.1074,0.0219,0.0588,0.0834,0.0246,0.0686,0.5965,0.5279,0.067,0.4292,0.3622,0.0979,0.4592,0.3613,0.1013,0.1156,0.0143,0.1081,0.1026,-0.0055,0.0979,0.1765,0.0786,0.086,0.3525,0.2665,0.0958
s034,3,2,0.0881,0.2038,0.1157,0.0733,0.0762,0.0029,0.0602,0.1045,0.0443,0.0731,0.7189,0.6458,0.0678,0.421,0.3532,0.1053,0.1765,0.0712,0.0673,0.0914,0.0241,0.0937,0.0921,-0.0016,0.0961,0.1444,0.0483,0.0718,0.1796,0.1078,0.0823
s034,3,3,0.0525,0.2165,0.164,0.1055,0.0968,-0.0087,0.0612,0.1171,0.0559,0.077,0.3898,0.3128,0.1142,0.522,0.4078,0.1032,0.1399,0.0367,0.0863,0.0927,0.0064,0.109,0.0992,-0.0098,0.0792,0.1559,0.0767,0.0683,0.1993,0.131,0.0726
s034,3,4,0.081,0.1801,0.0991,0.0839,0.0871,0.0032,0.0631,0.1164,0.0533,0.0731,0.3708,0.2977,0.0868,0.4229,0.3361,0.1222,0.1312,0.009,0.0898,0.0679,-0.0219,0.0995,0.1117,0.0122,0.082,0.1197,0.0377,0.0868,0.6365,0.5497,0.114
s034,3,5,0.0926,0.2671,0.1745,0.0849,0.0918,0.0069,0.0588,0.0868,0.028,0.0789,0.5412,0.4623,0.0987,0.4211,0.3224,0.1011,0.152,0.0509,0.1082,0.0758,-0.0324,0.113,0.1072,-0.0058,0.0892,0.1319,0.0427,0.1203,0.2468,0.1265,0.0873
s034,3,6,0.0865,0.1112,0.0247,0.0878,0.1237,0.0359,0.0573,0.0726,0.0153,0.0631,0.586,0.5229,0.0884,0.3838,0.2954,0.1169,0.1119,-0.005,0.172,0.0771,-0.0949,0.0987,0.0475,-0.0512,0.1074,0.2211,0.1137,0.0881,0.3955,0.3074,0.0704
s034,3,7,0.0784,0.1118,0.0334,0.0797,0.1098,0.0301,0.0578,0.0657,0.0079,0.0697,0.4658,0.3961,0.0847,0.7701,0.6854,0.1103,0.1567,0.0464,0.167,0.123,-0.044,0.1042,0.0201,-0.0841,0.1219,0.1865,0.0646,0.0878,0.2008,0.113,0.1045
s034,3,8,0.0815,0.1677,0.0862,0.076,0.0937,0.0177,0.0649,0.0942,0.0293,0.061,0.4043,0.3433,0.0902,0.4096,0.3194,0.096,0.0989,0.0029,0.1792,0.0887,-0.0905,0.0977,0.0104,-0.0873,0.1652,0.2034,0.0382,0.0873,0.1969,0.1096,0.0762
s034,3,9,0.0929,0.1353,0.0424,0.0826,0.1167,0.0341,0.0504,0.0615,0.0111,0.0639,0.4159,0.352,0.0973,0.4932,0.3959,0.0987,0.108,0.0093,0.2039,0.0644,-0.1395,0.1037,0.0918,-0.0119,0.113,0.1755,0.0625,0.0876,0.1927,0.1051,0.0733
s034,3,10,0.0876,0.1814,0.0938,0.0895,0.0863,-0.0032,0.0649,0.0963,0.0314,0.0628,0.2912,0.2284,0.0813,0.4432,0.3619,0.0887,0.1322,0.0435,0.1251,0.0581,-0.067,0.1808,0.2687,0.0879,0.0108,0.6031,0.5923,0.0765,0.1885,0.112,0.0826
s034,4,1,0.0644,0.4406,0.3762,0.0865,0.0984,0.0119,0.0567,0.8194,0.7627,0.0868,1.0528,0.966,0.0665,0.4004,0.3339,0.0998,0.1605,0.0607,0.1295,0.1349,0.0054,0.0847,0.0707,-0.014,0.0922,0.0887,-0.0035,0.1132,0.2059,0.0927,0.0512
s034,4,2,0.0794,0.4351,0.3557,0.0952,0.082,-0.0132,0.0768,0.1288,0.052,0.0921,0.4386,0.3465,0.1427,0.4756,0.3329,0.1002,0.9559,0.8557,0.0918,0.1222,0.0304,0.0981,0.086,-0.0121,0.0987,0.5739,0.4752,0.0997,0.2602,0.1605,0.0533
s034,4,3,0.0797,0.5764,0.4967,0.0884,0.0979,0.0095,0.0778,0.1137,0.0359,0.0799,0.2793,0.1994,0.105,0.502,0.397,0.1364,0.2155,0.0791,0.0726,0.0904,0.0178,0.1035,0.1003,-0.0032,0.0995,0.1517,0.0522,0.0831,0.492,0.4089,0.0805
s034,4,4,0.0889,0.1885,0.0996,0.0987,0.0944,-0.0043,0.0555,0.1194,0.0639,0.0855,0.3065,0.221,0.1116,0.4796,0.368,0.1261,0.1369,0.0108,0.0834,0.1038,0.0204,0.104,0.0818,-0.0222,0.094,0.1238,0.0298,0.1079,0.2352,0.1273,0.0921
s034,4,5,0.0973,0.459,0.3617,0.0929,0.1177,0.0248,0.0644,0.1085,0.0441,0.0905,0.3023,0.2118,0.1271,0.4792,0.3521,0.1211,0.1433,0.0222,0.1205,0.0652,-0.0553,0.1179,0.1594,0.0415,0.1633,0.1611,-0.0022,0.094,0.2447,0.1507,0.0979
s034,4,6,0.1095,0.4048,0.2953,0.1147,0.0828,-0.0319,0.0815,0.1092,0.0277,0.0852,0.2764,0.1912,0.119,0.468,0.349,0.1188,0.1681,0.0493,0.09,0.1215,0.0315,0.1021,0.1117,0.0096,0.1163,0.154,0.0377,0.1079,0.2404,0.1325,0.1097
s034,4,7,0.1076,0.2462,0.1386,0.0997,0.1119,0.0122,0.076,0.1206,0.0446,0.071,0.3321,0.2611,0.115,0.4418,0.3268,0.1177,0.1773,0.0596,0.0898,0.0811,-0.0087,0.114,0.1315,0.0175,0.1385,0.157,0.0185,0.0918,0.2101,0.1183,0.0942
s034,4,8,0.0929,0.1735,0.0806,0.0947,0.1198,0.0251,0.0517,0.0984,0.0467,0.0691,0.2822,0.2131,0.1364,0.4922,0.3558,0.1082,0.1354,0.0272,0.0639,0.0854,0.0215,0.0936,0.1069,0.0133,0.1095,0.1372,0.0277,0.091,0.2114,0.1204,0.0799
s034,4,9,0.0863,0.1609,0.0746,0.0813,0.1074,0.0261,0.0541,0.0884,0.0343,0.0683,0.2168,0.1485,0.1316,0.4457,0.3141,0.1327,0.2216,0.0889,0.0823,0.1003,0.018,0.114,0.0979,-0.0161,0.1127,0.1219,0.0092,0.0995,0.2012,0.1017,0.0728
s034,4,10,0.0842,0.144,0.0598,0.0831,0.1119,0.0288,0.0496,0.0995,0.0499,0.0739,0.2614,0.1875,0.0391,0.4822,0.4431,0.1058,0.1304,0.0246,0.0784,0.113,0.0346,0.1032,0.0858,-0.0174,0.1026,0.1306,0.028,0.101,0.2438,0.1428,0.0575
s034,5,1,0.1039,0.1679,0.064,0.0847,0.0963,0.0116,0.0567,0.1084,0.0517,0.0686,0.8167,0.7481,0.091,0.4054,0.3144,0.1113,0.1224,0.0111,0.0926,0.0681,-0.0245,0.1019,0.1006,-0.0013,0.0918,0.1374,0.0456,0.1124,0.2136,0.1012,0.0929
s034,5,2,0.1113,0.1355,0.0242,0.0781,0.1164,0.0383,0.0497,0.0483,-0.0014,0.0613,0.5149,0.4536,0.0757,0.383,0.3073,0.1175,0.1405,0.023,0.1184,0.1436,0.0252,0.004,0.0349,0.0309,0.1224,0.12,-0.0024,0.111,0.2222,0.1112,0.0868
s034,5,3,0.0784,0.1182,0.0398,0.0857,0.1237,0.038,0.0541,0.0831,0.029,0.0752,0.533,0.4578,0.0762,0.393,0.3168,0.1066,0.138,0.0314,0.115,0.0539,-0.0611,0.1052,0.1287,0.0235,0.1105,0.1118,0.0013,0.115,0.2106,0.0956,0.0892
s034,5,4,0.1147,0.2697,0.155,0.0908,0.0884,-0.0024,0.0686,0.1082,0.0396,0.0699,0.3484,0.2785,0.1053,0.4229,0.3176,0.1364,0.1567,0.0203,0.1087,0.0589,-0.0498,0.1464,0.1908,0.0444,0.1082,0.1285,0.0203,0.1329,0.2589,0.126,0.0649
s034,5,5,0.1129,0.232,0.1191,0.0681,0.0824,0.0143,0.0639,0.1027,0.0388,0.0559,0.2782,0.2223,0.0815,0.3461,0.2646,0.1206,0.1367,0.0161,0.1037,0.1,-0.0037,0.1066,0.0866,-0.02,0.1224,0.0999,-0.0225,0.1185,0.2384,0.1199,0.0628
s034,5,6,0.1111,0.1762,0.0651,0.0915,0.1169,0.0254,0.052,0.0745,0.0225,0.0794,0.3668,0.2874,0.105,0.416,0.311,0.1143,0.1323,0.018,0.1056,0.0782,-0.0274,0.1008,0.0974,-0.0034,0.1158,0.1118,-0.004,0.1055,0.1882,0.0827,0.1042
s034,5,7,0.1076,0.135,0.0274,0.0881,0.1132,0.0251,0.0689,0.0937,0.0248,0.0546,0.24,0.1854,0.0723,0.3053,0.233,0.143,0.2174,0.0744,0.1208,0.066,-0.0548,0.0765,0.5304,0.4539,0.0958,0.2669,0.1711,0.0897,0.2017,0.112,0.0815
s034,5,8,0.0955,0.1316,0.0361,0.091,0.1277,0.0367,0.0425,0.061,0.0185,0.0554,0.2184,0.163,0.0955,0.5201,0.4246,0.125,0.1448,0.0198,0.1224,0.1077,-0.0147,0.0784,0.0803,0.0019,0.1187,0.1335,0.0148,0.0976,0.2299,0.1323,0.0789
s034,5,9,0.1037,0.1329,0.0292,0.0786,0.1287,0.0501,0.0528,0.0826,0.0298,0.0665,0.2553,0.1888,0.0958,0.3999,0.3041,0.1182,0.1436,0.0254,0.1084,0.0784,-0.03,0.0828,0.115,0.0322,0.1092,0.0994,-0.0098,0.0697,0.2112,0.1415,0.0554
s034,5,10,0.1026,0.1537,0.0511,0.0731,0.1087,0.0356,0.0557,0.0718,0.0161,0.0575,0.2136,0.1561,0.0639,0.3391,0.2752,0.1113,0.1672,0.0559,0.1195,0.1087,-0.0108,0.0924,0.0542,-0.0382,0.1345,0.1334,-0.0011,0.115,0.261,0.146,0.0776
s034,6,1,0.0923,0.1033,0.011,0.0926,0.119,0.0264,0.0673,0.0763,0.009,0.0818,0.495,0.4132,0.0335,0.3139,0.2804,0.1058,0.1259,0.0201,0.1113,0.071,-0.0403,0.0895,0.0763,-0.0132,0.1074,0.1274,0.02,0.0944,0.5444,0.45,0.0558
s034,6,2,0.0668,0.1081,0.0413,0.0831,0.1166,0.0335,0.0406,0.0654,0.0248,0.0813,0.3511,0.2698,0.0905,0.4295,0.339,0.1085,0.1058,-0.0027,0.1154,0.079,-0.0364,0.0835,0.0658,-0.0177,0.104,0.7163,0.6123,0.1084,0.2373,0.1289,0.0697
s034,6,3,0.1024,0.1408,0.0384,0.0878,0.1192,0.0314,0.0399,0.0616,0.0217,0.0665,0.5499,0.4834,0.061,0.3428,0.2818,0.1167,0.1228,0.0061,0.1209,0.0708,-0.0501,0.0864,0.0811,-0.0053,0.1238,0.1111,-0.0127,0.067,0.1708,0.1038,0.0728
s034,6,4,0.0784,0.1714,0.093,0.0728,0.0926,0.0198,0.0583,0.072,0.0137,0.0541,0.4573,0.4032,0.0839,0.3688,0.2849,0.1182,0.1377,0.0195,0.1612,0.0412,-0.12,0.0913,0.0858,-0.0055,0.1279,0.1519,0.024,0.0831,0.2164,0.1333,0.0554
s034,6,5,0.0691,0.0851,0.016,0.0799,0.1374,0.0575,0.053,0.1008,0.0478,0.076,1.7289,1.6529,0.0834,0.3277,0.2443,0.1259,0.1716,0.0457,0.1153,0.0742,-0.0411,0.1,0.09,-0.01,0.1229,0.0994,-0.0235,0.0871,0.212,0.1249,0.066
s034,6,6,0.0958,0.159,0.0632,0.0929,0.108,0.0151,0.0551,0.0921,0.037,0.0594,0.2601,0.2007,0.1074,0.4366,0.3292,0.1221,0.1612,0.0391,0.1122,0.0534,-0.0588,0.0787,0.0938,0.0151,0.125,0.1263,0.0013,0.0815,0.185,0.1035,0.0826
s034,6,7,0.072,0.1226,0.0506,0.0823,0.1148,0.0325,0.0533,0.08,0.0267,0.0509,0.1859,0.135,0.1166,0.3419,0.2253,0.1306,0.1625,0.0319,0.1317,0.0753,-0.0564,0.0884,0.094,0.0056,0.1187,0.0978,-0.0209,0.1029,0.1948,0.0919,0.0741
